x,y
439,881.3002158469195
440,884.7240058181507
441,886.7763745932024
442,891.2816004272038
443,892.8520505372996
444,887.8933847038511
445,897.8134473215133
446,893.2704012913953
447,901.5081760043819
448,898.7129798386015
449,901.0810421880801
450,899.3372710741264
451,902.6059095817873
452,902.0317168708867
453,912.7994202150195
454,907.0426635586498
455,915.6745947819769
456,912.0266010887641
457,912.5387735272559
458,914.0855506779915
459,921.6750032142121
460,925.0815732935737
461,923.5986916026866
462,924.7977713548395
463,924.5087899780123
464,931.9847482407661
465,931.2544061054011
466,933.7372388253153
467,938.2991331901229
468,939.2816686605953
469,938.417704846028
470,947.8435003005134
471,940.4150430546429
472,945.5860390375517
473,952.2294049715625
474,954.8656814133625
475,953.8254816443791
476,951.1093462482846
477,960.4941976834082
478,954.1178494830596
479,965.0889133578283
480,958.3237816442753
481,962.404376158801
482,963.791310591078
483,968.6438259448846
484,967.2696586482685
485,971.0638755229841
486,978.9863485329597
487,981.3431497843185
488,979.080844077974
489,985.5535660302609
490,980.6155884423171
491,983.120464103289
492,982.7538839092867
493,987.5037246463887
494,991.402351059096
495,988.5595238801766
496,993.017927422081
497,1000.6820435814088
498,995.6509706150998
499,998.6231461616995
500,998.5663652327811
501,1001.5315180188801
502,1003.723577166484
503,1006.3231741582792
504,1013.7380819452569
505,1015.6494099664887
506,1012.9989376455528
507,1019.2487013984708
508,1019.0301231546063
509,1017.2108886054336
510,1022.4590391591598
511,1021.8803226415378
512,1022.2050836813651
513,1028.4951096294915
514,1033.6343614678663
515,1036.1310835481609
516,1033.601591823839
517,1032.6204444907314
518,1041.3746421047276
519,1045.9093698746544
520,1040.804163024074
521,1048.6636404505332
522,1047.6252161971233
523,1052.4056009365406
524,1054.901827345165
525,1053.8596916169981
526,1053.3885354255392
527,1060.4965843731504
528,1056.9419370613084
529,1060.7189465290433
530,1062.3537366148082
531,1068.189701468464
532,1070.8641267635312
533,1069.0827177027309
534,1066.357109227394
535,1073.1695962709996
536,1075.679102339002
537,1074.693710650764
538,1076.6683063271623
539,1080.929840797662
540,1085.2853800704258
541,1086.0356374993958
542,1083.006652576775
543,1084.6588800251068
544,1093.3339950844588
545,1089.4979331040608
546,1097.253179940147
547,1094.0127468476483
548,1102.8401895574505
549,1104.4176112503744
550,1104.5381257329307
551,1100.4601066711555
552,1111.7584036245828
553,1113.081568632586
554,1107.061055067803
555,1116.5486358006654
556,1111.6873276907104
557,1118.5205851529838
558,1115.1350856783558
559,1120.930147453174
560,1122.783076243675
561,1129.0238224679822
562,1130.3664541257122
563,1125.7447462294206
564,1131.0095200924866
565,1132.166266922224
566,1134.1687187937541
567,1141.5607129273465
568,1136.5916955838618
569,1136.9531121534733
570,1146.5508136486324
571,1145.9356404437735
572,1145.7699725577208
573,1153.8888496149493
574,1150.2087250646807
575,1153.302815207099
576,1154.7747150961466
577,1153.4092620488034
578,1155.6306760111138
579,1163.661046116426
580,1158.6560193295418
581,1168.8183670664007
582,1170.860052716235
583,1168.7305602369856
584,1169.4703244978728
585,1171.194548072894
586,1175.8782027816724
587,1180.0376190976142
588,1176.5505772833583
589,1184.1361177373042
590,1185.2278892249356
591,1188.2411259145315
592,1186.8390551083792
593,1189.555500841558
594,1191.9329890390172
595,1190.0766701539917
596,1198.1935014613935
597,1198.7840115734703
598,1195.3447713481498
599,1198.6354480197572
600,1206.9741437799842
601,1203.3285966603432
602,1209.1442515002889
603,1207.015635955795
604,1211.6134989892769
605,1211.2132413710563
606,1215.0748189830574
607,1212.9965166503962
608,1221.7755544858765
609,1218.992179021731
610,1224.591031312249
611,1224.741785485627
612,1229.8747742996977
613,1229.5419578808323
614,1228.2675492157691
615,1234.4334083522097
616,1234.5774307895012
617,1236.3576283909188
618,1239.6378318951606
619,1238.5425098344788
620,1238.60223776618
621,1242.6241402773073
622,1251.5172682134694
623,1249.482129844338
624,1255.5530208370776
625,1252.8367024699646
626,1255.647688710698
627,1259.3916834976615
628,1259.9801037313375
629,1257.4272882302855
630,1261.7782126755474
631,1263.1533979670376
632,1268.3451509517442
633,1266.3932907820729
634,1268.6530429329596
635,1276.182920886666
636,1279.0738445155923
637,1281.7277159893213
638,1274.1873729802542
639,1276.1509749797667
640,1287.837155821264
641,1283.912341328436
642,1288.906193351948
643,1286.0555043043807
644,1286.3126994724241
645,1288.2334983180292
646,1294.3766218488088
647,1295.6372223265541
648,1299.594677861645
649,1304.6568676250565
650,1306.950043742435
651,1308.189921723346
652,1304.3597597752441
653,1313.2972071907118
654,1312.1143231633805
655,1315.4565762215132
656,1315.510431306092
657,1320.1388880727375
658,1314.9228477815188
659,1317.7870071894336
660,1321.7976498524222
661,1326.7855100148454
662,1330.6784383450517
663,1328.6576027138044
664,1329.6629045400734
665,1334.999487295642
666,1334.332048339583
667,1335.9845593639802
668,1339.4127830472555
669,1344.35919071672
670,1346.1791770620694
671,1345.8271173020864
672,1342.2220031555944
673,1347.3525383642839
674,1355.9621335557956
675,1356.1764608419853
676,1357.1892787385914
677,1354.8708668821716
678,1355.409793593435
679,1361.2893937785657
680,1365.7517238981404
681,1360.7315088002752
682,1362.119819627357
683,1371.2938456403608
684,1373.4771257527293
685,1373.911616447716
686,1374.6527494920317
687,1377.9539298046557
688,1382.2134307986405
689,1379.0927230584557
690,1385.871188342273
691,1387.661734361702
692,1388.5287178327817
693,1386.0798577942078
694,1394.2539558298815
695,1390.3021382431218
696,1398.4806641626117
697,1394.484349339115
698,1399.1631877067869
699,1397.7401179755748
700,1406.9378388102732
701,1404.7040401046913
702,1407.9841590018511
703,1404.8904443291424
704,1414.3695751616613
705,1411.1661064773864
706,1414.1981825492437
707,1418.1704736792728
708,1420.1518089463887
709,1422.626596404394
710,1427.230364900814
711,1422.7954673899078
712,1430.6208633706517
713,1431.0184786677669
714,1428.7744989245712
715,1430.1997181173126
716,1433.8469475422928
717,1437.405424098286
718,1438.9887738030081
719,1444.3399183123067
720,1441.151585133591
721,1447.0401492934104
722,1444.9470216596253
723,1448.4221388559142
724,1451.8510303427877
725,1453.4940482449929
726,1459.0638406706967
727,1452.57769104884
728,1458.1404834573204
729,1464.4282598365232
730,1466.8444791408108
731,1467.3489772039732
732,1471.6903533821205
733,1471.8207109960179
734,1472.7789427429007
735,1475.879795080153
736,1477.6882639480034
737,1477.8959049927398
738,1483.9723869209786
739,1485.48822740133
740,1487.0735973895148
741,1482.1368976638264
742,1483.3688227659256
743,1484.7753962023917
744,1492.1163625441561
745,1490.2764932913278
746,1494.4988181061506
747,1496.8540804164998
748,1503.0939962683956
749,1496.4952356422518
750,1501.2004453448972
751,1502.657117599151
752,1502.8706853040624
753,1510.418162845168
754,1515.67828639987
755,1511.31983569051
756,1514.08709091617
757,1516.415960815555
758,1521.6802724416914
759,1516.1746987772026
760,1520.6864537200797
761,1529.2143664645428
762,1522.239100229072
763,1528.675707016484
764,1526.7314292992696
765,1530.7405806959594
766,1537.4812390659044
767,1532.8735348978455
768,1542.913173914973
769,1541.5568552631373
770,1541.7506123527676
771,1546.37980697861
772,1545.5830748692947
773,1551.403931926676
774,1551.4271496986444
775,1548.1382674611225
776,1556.402503448931
777,1560.77703789616
778,1556.7345457882152
779,1556.7025517332552
780,1567.7987246339803
781,1564.014698095163
782,1565.6861341485471
783,1572.186257224073
784,1575.7858984571849
785,1569.009737747239
786,1576.4063324427689
787,1572.1772967190939
788,1579.8960813917142
789,1580.3200859995081
790,1578.2520671477073
791,1589.8960361529307
792,1582.9232476156715
793,1584.0283143577328
794,1589.8989495030894
795,1594.8131694342126
796,1590.245819139908
797,1593.6498747641517
798,1596.5556913048565
799,1604.77819796914
800,1604.0621028163089
801,1605.683069308234
802,1606.5645164375323
803,1606.3870317486296
804,1611.9004709483133
805,1610.3627400095315
806,1619.9830200443091
807,1614.1753144518657
808,1617.2191912795372
809,1624.069567019233
810,1622.3495372444122
811,1620.7404385563852
812,1622.1384937649111
813,1632.6534334126077
814,1632.9526602372443
815,1637.8129831717783
816,1638.3217166377958
817,1638.8236654596712
818,1638.9068451135156
819,1645.0118495985894
820,1646.099687024655
821,1648.6177858400376
822,1649.5647331155901
823,1645.4717119315392
824,1646.245387438402
825,1652.9535947229335
826,1658.5078764647221
827,1660.092380567728
828,1658.0240913649925
829,1659.9229535864445
830,1661.1398964749455
831,1663.2016176851325
832,1663.6413735746814
833,1665.070549998009
834,1674.261926145855
835,1670.789218181002
836,1677.0061746753543
837,1680.6124049542464
838,1678.1283563193633
839,1684.753091990461
840,1686.1248687766335
841,1688.369027262138
842,1691.456704448812
843,1687.704083751556
844,1690.7301409463714
845,1696.7756689826663
846,1697.5312706395873
847,1698.3241284674364
848,1695.1389493746615
849,1700.6744954696424
850,1702.0466810624403
851,1708.5599326502374
852,1711.1276765164014
853,1706.3424698214856
854,1711.6437308050092
855,1716.7652788110656
856,1719.1312009428486
857,1712.4136892847328
858,1716.06283505442
859,1723.5128440504577
860,1725.183236851674
861,1727.0715815476797
862,1726.759266384106
863,1733.9163026488018
864,1733.55744205883
865,1737.2142684848332
866,1736.9493407283048
867,1733.9928679104194
868,1742.553377532038
869,1743.8152872809428
870,1746.1687436484374
871,1741.1552229049025
872,1748.3061115950813
873,1744.3555195854722
874,1749.315446193931
875,1755.7396272803255
876,1754.4235357121702
877,1757.7142474713712
878,1761.333656531971
879,1765.8340977684493
880,1763.4977903847193
881,1765.3243324938628
882,1763.8196216546608
883,1769.583452587757
884,1771.423426653226
885,1776.948400793895
886,1770.8711033076554
887,1775.7520196255814
888,1777.6534215819909
889,1776.3510968138169
890,1781.6491786987112
891,1786.3848840109374
892,1786.429195833006
893,1791.7314135357733
894,1795.8452498250945
895,1796.0149337004693
896,1791.2849219537827
897,1797.1241394003366
898,1796.1858731058721
899,1797.4449007941907
900,1807.6273969431413
901,1802.2591886653709
902,1803.4157202751785
903,1805.439682468998
904,1808.7441125274663
905,1816.3482219485652
906,1811.3441134734448
907,1820.4892278453597
908,1821.726860086208
909,1817.2327115389187
910,1822.6062330683235
911,1822.8054267284544
912,1824.351136615082
913,1826.4814203673836
914,1827.7897968689679
915,1831.44809155055
916,1832.7777183552707
917,1834.5257483629844
918,1840.8826855706182
919,1844.2961925394338
920,1844.869687191908
921,1846.2574010184762
922,1847.816128402412
923,1850.5294645984536
924,1850.1626638811467
925,1852.0617600323221
926,1851.523595089133
927,1857.3966399180833
928,1857.418291571719
929,1863.5690843874033
930,1862.7188539182898
931,1860.0268158085355
932,1870.7064633187179
933,1869.902436697343
934,1875.934809218288
935,1870.0110286744944
936,1870.0514492084908
937,1875.865906195505
938,1880.3805065556369
939,1883.8940793222557
940,1881.292314499371
941,1886.901071925435
942,1885.8929373335327
943,1889.2696419737583
944,1889.863635980682
945,1893.2703936916691
946,1898.8694379310239
947,1900.8170202379981
948,1897.1916407507863
949,1903.0927527682086
950,1903.206374426947
951,1904.4699880927938
952,1904.839257600972
953,1906.7639263930712
954,1906.0542836267396
955,1908.8631568352805
956,1911.094540556663
957,1917.0596529548775
958,1921.0040975859858
959,1925.8896557571998
960,1921.255452522842
961,1929.3548416043097
962,1927.9501519689188
963,1928.6601922821126
964,1932.2197765944068
965,1937.6721505280925
966,1936.3529743008742
967,1935.8358527021107
968,1935.6876246335623
969,1943.780635572901
970,1939.0853615280982
971,1943.273976636384
972,1949.2188664879423
973,1945.9327573448886
974,1954.2535752433828
975,1948.5224665623116
976,1958.7767692611985
977,1953.4435763601318
978,1963.2196596508506
979,1962.9404734766279
980,1964.2302164516072
981,1967.214776144326
982,1969.9920055186415
983,1967.5834165482474
984,1971.0373323714696
985,1975.3715279892506
986,1979.629654499926
987,1976.3752627762879
988,1977.1633861468383
989,1982.216088840473
990,1985.9178224351483
991,1988.0066197520864
992,1982.1179742107622
993,1987.9151463695468
994,1990.4178859033507
995,1991.2838582411164
996,1998.8494115957055
997,1997.8602139266225
998,1995.8787832491364
999,1999.7821963819624
